Station	RidershipIn1904	RidershipIn1905	RidershipIn1906	RidershipIn1907	RidershipIn1908	RidershipIn1909	RidershipIn1910	RidershipIn1911	RidershipIn1912	RidershipIn1913	RidershipIn1914	RidershipIn1915	RidershipIn1916	RidershipIn1917	RidershipIn1918	RidershipIn1919	RidershipIn1920	RidershipIn1921	RidershipIn1922	Borough
0.817535545	0	0	0	0	0	0	0	0.047627313	0.040098974	0.038746511	0.0358405037	0.0227445821	0.0166713699	0.0192829865	0.0280330127	0.0265888813	0.0259129721	0.0281507872	0.0284726137	0.6666666667
0.8199052133	0	0	0	0	0	0	0	0.0481908307	0.0425506558	0.0407714006	0.0372998588	0.0245707223	0.0173261449	0.0197560181	0.0275856255	0.0263541654	0.0252448682	0.0274433177	0.026663312	0.6666666667
0.8222748815	0	0	0	0	0	0	0	0.037608956	0.0325803047	0.031424024	0.0286729231	0.019343678	0.014418198	0.0169357765	0.0250557892	0.0237038422	0.0233644044	0.0258088699	0.0237910056	0.6666666667
0.8246445498	0	0	0	0	0	0	0	0.0277804461	0.0241800214	0.0237930845	0.0232287078	0.0151991502	0.0111890274	0.0130896735	0.0191503571	0.0188190195	0.0184438321	0.0206766779	0.0201104725	0.6666666667
0.827014218	0	0	0	0	0	0	0	0.0141597499	0.0114834161	0.0113417224	0.0107403181	0.006911351	0.0050770238	0.0070830586	0.0125723802	0.0108033248	0.0109156338	0.0112179956	0.01152554	0.6666666667
0.8293838863	0	0	0	0	0	0	0	0.0931833219	0.0807700448	0.0800192466	0.0737639368	0.0499944774	0.0393103677	0.0512136076	0.0794504262	0.073115752	0.0673699398	0.0638908626	0.0586798194	0.6666666667
0.8317535545	0	0	0	0	0	0	0	0.1358841215	0.1207655015	0.1226572322	0.1144950481	0.07459586	0.0549286583	0.0668837457	0.0993752927	0.09951151	0.0922760213	0.085809609	0.079102913	0.6666666667
0.8341232227	0	0	0	0	0	0	0	0.1404241246	0.1225631569	0.1218543604	0.1112559099	0.0754033969	0.0545554869	0.066159984	0.09975631	0.1018034434	0.094612754	0.0932688111	0.0885293963	0.6666666667
0.836492891	0	0	0	0	0	0	0	0.0399133815	0.0351107179	0.0426978319	0.0398444496	0.0259443638	0.0216830481	0.0259740712	0.0398960639	0.0413279467	0.0398118535	0.0403066305	0.0401050726	0.6666666667
0.8388625592	0	0	0	0	0	0	0	0.0953828111	0.0847172486	0.0902812082	0.0820124746	0.0523494862	0.0420840684	0.0563167124	0.0908381514	0.0961600174	0.0897383274	0.0842811837	0.0786072887	0.6666666667
0.8412322275	0	0	0	0	0	0	0	0.0819726217	0.0718973725	0.0893729182	0.0899517839	0.0609629733	0.0486756236	0.0610776384	0.0932440625	0.1080034146	0.1095293317	0.1135066752	0.1092780951	0.6666666667
0.8436018957	0	0	0	0	0	0	0	0.0498553876	0.0420626052	0.0530582961	0.0522758343	0.0409111968	0.0330974692	0.0447672029	0.0712874089	0.0818542341	0.0789208975	0.0817226127	0.0789881552	0.6666666667
0.845971564	0	0	0	0	0	0	0	0.0198154811	0.0175659176	0.0266486412	0.0269511518	0.0200751124	0.0219520947	0.0303232538	0.05241522	0.0692179839	0.0726617841	0.0739102672	0.0715098235	0.6666666667
0.8483412322	0	0	0	0	0	0	0	0.0502641955	0.0459735944	0.0648447433	0.0647518918	0.0449860374	0.0435517551	0.048698232	0.0733861759	0.0979733788	0.1026053992	0.1012271287	0.0987149749	0.6666666667
0.8507109005	0	0	0	0	0	0	0	0.0258360061	0.0214004799	0.0197030531	0.0187451476	0.0125257778	0.0091643071	0.0105200271	0.0145333441	0.0223650732	0.0284332227	0.029184461	0.0284862293	1
0.8530805687	0	0	0	0	0	0	0	0.0344362958	0.0395974253	0.0438398773	0.0465360231	0.032223211	0.0265569635	0.0298303177	0.0429813216	0.069604744	0.0726883569	0.0646811475	0.0626671039	1
0.855450237	0	0	0	0	0	0	0	0.0822551995	0.0829762197	0.0845072783	0.0777420856	0.0517772068	0.0366003689	0.0410582503	0.056608423	0.0640511016	0.0615350401	0.0544969888	0.0498921383	1
0.8578199052	0	0	0	0	0	0	0	0.0973049534	0.0834646936	0.0787480218	0.0670008028	0.0361995487	0.0259186635	0.0337642032	0.0464209083	0.0463816304	0.0432381175	0.0379400175	0.034440222	1
0.8601895735	0	0	0	0	0	0	0	0.0960841304	0.08428954	0.0803203845	0.0718885999	0.0475511502	0.0354737065	0.0404514195	0.05838629	0.0612380794	0.05778553	0.0527684688	0.0502636057	0.6666666667
0.8625592417	0	0	0	0	0	0	0	0.0497703712	0.0426189932	0.0410595496	0.0380938611	0.0263800221	0.0194164784	0.0246374062	0.0321674099	0.0324938016	0.0292958769	0.0275152638	0.0270840038	0.6666666667
0.86492891	0	0	0	0	0	0	0	0.0142404336	0.0145994712	0.0141115437	0.0133070565	0.008706831	0.0067435186	0.0103043155	0.0171462039	0.0186468209	0.0203741568	0.0204358584	0.021633697	0.6666666667
0.8672985782	0	0	0	0	0	0	0	0.0010179249	0.0010194176	9.246480137910777E-4	9.62500686346966E-4	6.402289951374567E-4	4.0006272720574665E-4	4.144199241116286E-4	6.239264445135527E-4	3.885059243687414E-4	4.7346304212056347E-4	7.141379242415473E-4	7.654666418130093E-4	0.6666666667
0.8696682464	0	0	0	0	0	0	0	0.0254775529	0.0261462863	0.0334916926	0.0372517464	0.0288435311	0.0263731969	0.0355891713	0.0548078632	0.073983061	0.0641093652	0.0552418384	0.050657382	0.6666666667
0.8720379147	0	0	0	0	0	0	0	0.0508989389	0.0586890595	0.0694727268	0.0767189305	0.0641309453	0.0526929934	0.0636641532	0.0943853452	0.0927362255	0.0717953467	0.063383957	0.0597346881	0.6666666667
0.8744075829	0	0	0	0	0	0	0	0.1155282658	0.1021682672	0.1043350778	0.0972211683	0.0623829125	0.0471327102	0.0556891673	0.101144406	0.1044063458	0.0931842775	0.0856001946	0.0808167194	0.6666666667
0.8767772512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0661890652	0.0603404634	0.0624757809	0.0584433382	0.6666666667
0.8791469194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8815165877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8838862559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8862559242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8886255924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8909952607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8933649289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8957345972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.8981042654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.9004739336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.9028436019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.9052132701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.9075829384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.9099526066	0	0	0	0	0	0	0	0	0	0	0	0	0.0050934797	0.0380031122	0.0621272866	0.0694031995	0.0763521453	0.0719460463	0.0809425109	1
0.9123222749	0	0	0	0	0	0	0	0	0	0	0	0	0.0022827963	0.0164625425	0.0272037542	0.0293048283	0.0294226698	0.0282910289	0.0347359954	1
0.9146919431	0	0	0	0	0	0	0	0	0	0	0	0	0.0013394036	0.0106994381	0.0183828934	0.0187166811	0.0180958028	0.0156625401	0.0150822321	1
0.9170616114	0	0	0	0	0	0	0	0	0	0	0	0	0.0015347333	0.0122238809	0.0195632783	0.0206129967	0.0215142512	0.0228530661	0.024707396	1
0.9194312796	0	0	0	0	0	0	0	0	0	0	0	0	9.969076940116446E-4	0.008909601	0.0125316005	0.0142914313	0.0134241497	0.0126949696	0.0134670601	1
0.9218009479	0	0	0	0	0	0	0	0	0	0	0	0	0.0018623214	0.0167648221	0.0258708648	0.0269058068	0.0290466178	0.027332564	0.0299926619	1
0.9241706161	0	0	0	0	0	0	0	0	0	0	0	0	5.240645891449252E-4	0.0035508856	0.0074922415	0.0085902891	0.0085525775	0.0075237456	0.0067874261	1
0.9265402844	0	0	0	0	0	0	0	0	0	0	0	0	8.248952468087151E-4	0.0067464127	0.0095016409	0.0081788559	0.0085223348	0.0074066905	0.0088856655	1
0.9289099526	0	0	0	0	0	0	0	0	0	0	0	0	8.122810006805004E-5	9.84995146883142E-4	0.0014580956	0.0016655022	0.0019994186	0.0032644907	0.0047567448	1
0.9312796209	0	0	0	0	0	0	0	0	0	0	0	0	5.706990748310527E-4	0.0079150472	0.0137583467	0.0154193103	0.0137893279	0.0139786396	0.0211958789	1
0.9336492891	0	0	0	0	0	0	0	0	0	0	0	0	0.0092007547	0.0183203025	0.029835982	0.0320093759	0.0317016355	0.0303180802	0.0315394584	1
0.9360189573	0	0	0	0	0	0	0	0	0	0	0	0.002669336	0.0076629634	0.0095420491	0.0198338213	0.0158978822	0.0156487464	0.0135078294	0.0169715373	1
0.9383886256	0	0	0	0	0	0	0	0	0	0	0.0012000847	0.0626202818	0.0493554359	0.0567929377	0.0951262121	0.1127879015	0.1197499037	0.1097605457	0.1092435266	1
0.9407582938	0	0	0	0	0	0	0	0	0	0	0	0	0.0038301438	0.0159911303	0.0301318408	0.0255948689	0.0281608568	0.0229725684	0.0274815323	1
0.9431279621	0	0	0	0	0	0	0	0	0	0	0	0	0.0065708755	0.0245872062	0.0406973531	0.0423166445	0.038518144	0.03332195	0.03017912	1
0.9454976303	0	0	0	0	0	0	0	0	0	0	0	0	0.0081056088	0.0278394107	0.0490942513	0.0509843421	0.04586475	0.0405940476	0.0406441815	1
0.9478672986	0	0	0	0	0	0	0	0	0	0	0	0	0.0085213055	0.0299681878	0.0489935983	0.0501627594	0.0451556881	0.0379205423	0.0384854798	1
0.9502369668	0	0	0	0	0	0	0	0	0	0	0	0	0.0035539683	0.0124679087	0.0205472374	0.0233160038	0.0241987187	0.0189307015	0.0191998961	1
0.9526066351	0	0	0	0	0	0	0	0	0	0	0	0	0.0061981818	0.0150172682	0.0263588792	0.0203136325	0.0163061578	0.0163183748	0.0164152834	1
0.9549763033	0	0	0	0.3631467749	0.4700297301	0.4622653664	0.4586384964	0.4469375546	0.4205704129	0.3973653339	0.3633852423	0.2445639477	0.1788877465	0.2197576464	0.3065032864	0.3420043686	0.3875007071	0.3544246798	0.3308451813	0.6666666667
0.9573459716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.9597156398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.9620853081	0	0	0	0	0	0	0	0	0	0	4.95386259293893E-4	0.0269544934	0.0339205106	0.0587989136	0.1383111273	0.1514910712	0.1781138062	0.1947942671	0.1984054466	0.6666666667
0.9644549763	0	0	0	0.0767768046	0.7367875638	0.9019201123	0.9887229339	1	1	1	0.9790520824	0.661195793	0.4998687641	0.6237237571	0.9019435053	0.9362966846	0.6704873473	0.5027524257	0.4686044532	0.6666666667
0.9668246445	0	0	0	0	0	0	0	0.0445518748	0.0422506389	0.0411754299	0.0393160515	0.0231539373	0.0141552101	0.0135412486	0.0184942827	0.019605762	0.03779182	0.0417376593	0.0418619736	0.6666666667
0.9691943128	0	0	0	0	0	0	0	0.0026995484	0.0045055672	0.0051904946	0.0031084334	0.0027535915	0.0020223503	0.0014433626	0.001488627	0.0018237082	0.0470127053	0.04319785	0.0405538688	0.6666666667
0.971563981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319530718	0.034508116	0.033870559	0.0332828737	0.6666666667
0.9739336493	0	0	0	0	0	0	0	0	0	0	5.288594375256056E-4	0.0251337261	0.0180447555	0.0210894669	0.0300874314	0.0301468992	0.0290639706	0.0272701415	0.0263708821	0.6666666667
0.9763033175	0	0	0	0	0	0	0	0	0	0	6.247068213093943E-4	0.029712041	0.0309599088	0.050741768	0.0864572458	0.0859561912	0.0792592764	0.0740471034	0.0687321022	0.6666666667
0.9786729858	0	0	0	0	0	0	0	0.0237988354	0.0207892997	0.020609038	0.0188082349	0.0118004113	0.0090177908	0.0091600613	0.0085014248	0.019461985	0.0233746665	0.023271793	0.0229853608	0.6666666667
0.981042654	0	0	0	0	0	0	0	0.070854705	0.066686326	0.0681800016	0.0640285272	0.0441208956	0.0335036862	0.0365608292	0.0549826029	0.0786250033	0.0793063055	0.0737561379	0.0707563564	0.6666666667
0.9834123223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.9857819905	0	0	0	0	0	0	0	0.2424289162	0.2283924384	0.2008469098	0.171627765	0.3511700812	0.2806620644	0.40077335	0.5999401999	0.3927446493	0.2293468342	0.2354517365	0.2270582957	0.6666666667
0.9881516588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0611796957	0.0451334875	0.0473611973	0.0498686406	0.6666666667
0.990521327	0	0	0	0	0	0	0	0	0	0	0	0	0.0292746073	0.0491721633	0.0693743008	0.0663684784	0.0946436311	0.1114856602	0.1163654368	1
0.9928909953	0	0	0	0	0	0	0	0	0	0	0	0	5.891426316700335E-4	0.0041072015	0.0066266259	0.0074592008	0.007825959	0.0097259716	0.0109596456	1
0.9952606635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.9976303318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
